epoch,loss_total
1,1.9850919246673584
2,1.6054351329803467
3,1.3142845630645752
4,1.0559533834457397
5,0.8319637775421143
6,0.6549531817436218
7,0.5341702699661255
8,0.47130095958709717
9,0.4602755308151245
10,0.4877733290195465
11,0.535309910774231
12,0.5838998556137085
13,0.6192874908447266
14,0.6345394849777222
15,0.6293843984603882
16,0.607947051525116
17,0.5764424800872803
18,0.5414444804191589
19,0.508754551410675
20,0.48273536562919617
21,0.46598756313323975
22,0.45927631855010986
23,0.46160224080085754
24,0.47029364109039307
25,0.48141351342201233
26,0.4911532998085022
27,0.4971223473548889
28,0.4984976053237915
29,0.4956614077091217
30,0.48974642157554626
31,0.4822039306163788
32,0.47446078062057495
33,0.46769246459007263
34,0.46269869804382324
35,0.45985206961631775
36,0.45910370349884033
37,0.4600450396537781
38,0.46202316880226135
39,0.46429383754730225
40,0.4661821722984314
41,0.4672148823738098
42,0.4671952426433563
43,0.46620726585388184
44,0.4645552635192871
45,0.4626602232456207
46,0.46094202995300293
47,0.4597179591655731
48,0.45914071798324585
49,0.45918527245521545
50,0.45968306064605713
51,0.4603860378265381
52,0.4610416889190674
53,0.461455762386322
54,0.46153104305267334
55,0.46127521991729736
56,0.4607815146446228
57,0.46019110083580017
58,0.4596495032310486
59,0.45926785469055176
60,0.45909950137138367
61,0.45913413166999817
62,0.45931053161621094
63,0.45954057574272156
64,0.45973771810531616
65,0.45984017848968506
66,0.4598241448402405
67,0.45970413088798523
68,0.45952272415161133
69,0.4593334496021271
70,0.4591839015483856
71,0.45910292863845825
72,0.45909515023231506
73,0.45914381742477417
74,0.4592190980911255
75,0.4592891037464142
76,0.4593292772769928
77,0.459328830242157
78,0.4592912793159485
79,0.45923110842704773
80,0.45916759967803955
81,0.4591178894042969
82,0.459092378616333
83,0.459092378616333
84,0.45911121368408203
85,0.4591376483440399
86,0.459160178899765
87,0.4591706693172455
88,0.45916640758514404
89,0.4591500759124756
90,0.45912790298461914
91,0.45910710096359253
92,0.45909321308135986
93,0.45908868312835693
94,0.4590924382209778
95,0.4591010808944702
96,0.4591100513935089
97,0.4591156244277954
98,0.45911604166030884
99,0.4591114819049835
100,0.45910388231277466
101,0.4590960144996643
102,0.4590902030467987
103,0.4590877890586853
104,0.45908859372138977
105,0.4590914845466614
106,0.45909473299980164
107,0.45909690856933594
108,0.45909714698791504
109,0.45909547805786133
110,0.4590926766395569
111,0.4590896964073181
112,0.4590875506401062
113,0.4590866267681122
114,0.45908695459365845
115,0.459087997674942
116,0.45908913016319275
117,0.4590897262096405
118,0.45908957719802856
119,0.4590887725353241
120,0.4590875804424286
121,0.45908647775650024
122,0.4590856730937958
123,0.4590854048728943
124,0.45908552408218384
125,0.4590858519077301
126,0.45908617973327637
127,0.45908617973327637
128,0.45908594131469727
129,0.45908546447753906
130,0.4590848684310913
131,0.4590844213962555
132,0.45908409357070923
133,0.4590839743614197
134,0.45908400416374207
135,0.4590839743614197
136,0.4590839743614197
137,0.45908379554748535
138,0.45908352732658386
139,0.4590831696987152
140,0.45908287167549133
141,0.45908263325691223
142,0.4590824246406555
143,0.45908230543136597
144,0.4590822160243988
145,0.4590820372104645
146,0.45908188819885254
147,0.45908164978027344
148,0.45908135175704956
149,0.45908111333847046
150,0.45908087491989136
151,0.45908063650131226
152,0.45908045768737793
153,0.4590802788734436
154,0.4590800702571869
155,0.4590798616409302
156,0.4590796232223511
157,0.4590793550014496
158,0.4590790867805481
159,0.459078848361969
160,0.4590786099433899
161,0.4590783715248108
162,0.4590781033039093
163,0.4590778946876526
164,0.4590776264667511
165,0.4590773284435272
166,0.45907706022262573
167,0.45907682180404663
168,0.459076464176178
169,0.4590761661529541
170,0.4590758681297302
171,0.45907557010650635
172,0.45907527208328247
173,0.4590749740600586
174,0.45907461643218994
175,0.4590742886066437
176,0.4590739607810974
177,0.45907360315322876
178,0.4590732455253601
179,0.45907288789749146
180,0.4590725302696228
181,0.4590721130371094
182,0.4590717852115631
183,0.45907139778137207
184,0.45907098054885864
185,0.4590705633163452
186,0.459070086479187
187,0.4590696692466736
188,0.45906931161880493
189,0.45906877517700195
190,0.4590683579444885
191,0.4590678811073303
192,0.45906734466552734
193,0.45906686782836914
194,0.45906636118888855
195,0.45906585454940796
196,0.4590652585029602
197,0.4590647518634796
198,0.45906415581703186
199,0.4590635895729065
200,0.45906299352645874
201,0.4590623378753662
202,0.4590616822242737
203,0.45906102657318115
204,0.45906034111976624
205,0.4590596556663513
206,0.459058940410614
207,0.45905816555023193
208,0.45905739068984985
209,0.4590566158294678
210,0.4590558111667633
211,0.45905494689941406
212,0.4590540826320648
213,0.4590531587600708
214,0.45905226469039917
215,0.45905131101608276
216,0.4590502381324768
217,0.459049254655838
218,0.45904815196990967
219,0.45904701948165894
220,0.4590458869934082
221,0.4590446650981903
222,0.45904338359832764
223,0.45904213190078735
224,0.4590407609939575
225,0.4590393304824829
226,0.45903781056404114
227,0.45903629064559937
228,0.45903468132019043
229,0.4590330123901367
230,0.45903122425079346
231,0.4590293765068054
232,0.45902740955352783
233,0.4590253531932831
234,0.4590231776237488
235,0.4590209424495697
236,0.4590185284614563
237,0.45901602506637573
238,0.45901334285736084
239,0.4590105414390564
240,0.4590075612068176
241,0.45900437235832214
242,0.45900097489356995
243,0.45899733901023865
244,0.45899349451065063
245,0.45898935198783875
246,0.45898497104644775
247,0.45898014307022095
248,0.45897501707077026
249,0.45896944403648376
250,0.45896339416503906
251,0.45895683765411377
252,0.4589496850967407
253,0.45894181728363037
254,0.45893317461013794
255,0.4589235782623291
256,0.45891299843788147
257,0.45890116691589355
258,0.45888787508010864
259,0.45887279510498047
260,0.4588557183742523
261,0.4588361382484436
262,0.4588133990764618
263,0.45878684520721436
264,0.4587554335594177
265,0.4587177634239197
266,0.4586718678474426
267,0.45861488580703735
268,0.4585425555706024
269,0.4584481418132782
270,0.4583207368850708
271,0.45814114809036255
272,0.45787325501441956
273,0.4574418067932129
274,0.4566691517829895
275,0.45506107807159424
276,0.4509848356246948
277,0.4388827085494995
278,0.4151116609573364
279,0.4249993562698364
280,0.3761370778083801
281,0.33968761563301086
282,0.28906160593032837
283,0.20504653453826904
284,0.17649082839488983
285,0.09865264594554901
286,0.07800135761499405
287,0.061767276376485825
288,0.045845698565244675
289,0.038897208869457245
290,0.04339298978447914
291,0.03519075736403465
292,0.019154628738760948
293,0.019364845007658005
294,0.02650894783437252
295,0.018669139593839645
296,0.034800492227077484
297,0.018611546605825424
298,0.019706320017576218
299,0.016879230737686157
300,0.007898176088929176
301,0.007248441223055124
302,0.006517498288303614
303,0.003363217692822218
304,0.006725568324327469
305,0.008820634335279465
306,0.005415973253548145
307,0.007396533153951168
308,0.0075368331745266914
309,0.004696215502917767
310,0.005577025935053825
311,0.006064165383577347
312,0.004417600110173225
313,0.004033638630062342
314,0.004209805279970169
315,0.0022820790763944387
316,0.001751998090185225
317,0.0023175603710114956
318,0.0012464795727282763
319,0.0016458462923765182
320,0.001976859988644719
321,0.0015278965001925826
322,0.0015084593323990703
323,0.0015796022489666939
324,0.001554348273202777
325,0.0011948324972763658
326,0.0017476669745519757
327,0.001304177101701498
328,0.0013618931407108903
329,0.0013825831701979041
330,0.0010751477675512433
331,0.0010187021689489484
332,0.0009713214240036905
333,0.0008517653914168477
334,0.0007799038430675864
335,0.0009240903309546411
336,0.0007061442593112588
337,0.0008062712149694562
338,0.0007531559094786644
339,0.0006789932958781719
