,spot_price,current_time,strike_price,best_bid,best_offer,ticker,impl_volatility,market_price
0,53.470001220703125,0.7013698630136986,80.0,26.8,30.0,SPXC,0.462574,28.4
1,54.54999923706055,0.6986301369863014,80.0,25.7,28.0,SPXC,0.407782,26.85
2,53.4900016784668,0.6958904109589041,80.0,25.7,29.5,SPXC,0.395698,27.6
3,53.939998626708984,0.6931506849315069,80.0,26.0,28.9,SPXC,0.417716,27.45
4,54.56999969482422,0.6904109589041096,80.0,25.4,28.3,SPXC,0.411611,26.85
5,55.70000076293945,0.6821917808219178,80.0,24.9,27.2,SPXC,0.424291,26.049999999999997
6,56.099998474121094,0.6794520547945205,80.0,22.4,27.0,SPXC,0.334348,24.7
7,55.2599983215332,0.6767123287671233,80.0,25.0,28.5,SPXC,0.453061,26.75
8,55.470001220703125,0.673972602739726,80.0,23.8,27.2,SPXC,0.361599,25.5
9,55.36000061035156,0.6712328767123288,80.0,23.6,27.1,SPXC,0.336112,25.35
10,54.52000045776367,0.6602739726027397,80.0,24.5,28.5,SPXC,0.383561,26.5
11,54.65999984741211,0.6575342465753424,80.0,25.3,28.2,SPXC,0.419007,26.75
12,54.290000915527344,0.6547945205479452,80.0,25.5,28.9,SPXC,0.432546,27.2
13,56.029998779296875,0.6520547945205479,80.0,23.7,27.3,SPXC,0.410188,25.5
14,56.93000030517578,0.6438356164383562,80.0,23.8,24.8,SPXC,0.373353,24.3
15,57.06999969482422,0.6410958904109589,80.0,23.5,26.4,SPXC,0.436284,24.95
16,57.650001525878906,0.6383561643835617,80.0,22.2,25.8,SPXC,0.399673,24.0
17,56.54999923706055,0.6356164383561644,80.0,23.5,26.1,SPXC,0.392444,24.8
18,55.59000015258789,0.6328767123287671,80.0,23.9,26.5,SPXC,0.352424,25.2
19,58.34000015258789,0.6246575342465753,80.0,21.8,23.8,SPXC,0.350832,22.8
20,55.95000076293945,0.6219178082191781,80.0,24.4,26.7,SPXC,0.418881,25.549999999999997
21,55.15999984741211,0.6191780821917808,80.0,24.7,26.6,SPXC,0.364155,25.65
22,52.91999816894531,0.6164383561643836,80.0,25.0,29.9,SPXC,0.334781,27.45
23,55.77000045776367,0.6136986301369863,80.0,24.9,27.5,SPXC,0.46371,26.2
24,57.63999938964844,0.6054794520547945,80.0,20.9,25.0,SPXC,0.308608,22.95
25,57.060001373291016,0.6027397260273972,80.0,23.4,25.2,SPXC,0.395674,24.299999999999997
26,58.380001068115234,0.6,80.0,21.1,24.9,SPXC,0.378349,23.0
27,59.5,0.5972602739726027,80.0,21.2,23.7,SPXC,0.406965,22.45
28,60.400001525878906,0.5945205479452055,80.0,20.7,23.4,SPXC,0.428588,22.049999999999997
29,61.36000061035156,0.5863013698630137,80.0,20.2,21.0,SPXC,0.381637,20.6
30,60.599998474121094,0.5835616438356165,80.0,20.0,22.2,SPXC,0.375399,21.1
31,61.029998779296875,0.5808219178082191,80.0,19.1,22.1,SPXC,0.364018,20.6
32,59.83000183105469,0.5780821917808219,80.0,19.5,22.9,SPXC,0.332464,21.2
33,59.58000183105469,0.5753424657534246,80.0,20.7,23.7,SPXC,0.400205,22.2
34,59.06999969482422,0.5671232876712329,80.0,21.0,23.2,SPXC,0.35978,22.1
35,57.540000915527344,0.5643835616438356,80.0,21.9,24.9,SPXC,0.360655,23.4
36,56.959999084472656,0.5616438356164384,80.0,22.2,25.6,SPXC,0.361376,23.9
37,57.5099983215332,0.5589041095890411,80.0,21.4,25.0,SPXC,0.33735,23.2
38,59.47999954223633,0.5561643835616439,80.0,20.5,22.7,SPXC,0.348771,21.6
39,58.20000076293945,0.547945205479452,80.0,19.5,22.8,SPXC,,21.15
40,58.68000030517578,0.5452054794520548,80.0,20.0,23.4,SPXC,0.282254,21.7
41,58.27000045776367,0.5424657534246575,80.0,20.0,23.0,SPXC,,21.5
42,59.54999923706055,0.5397260273972603,80.0,20.0,23.5,SPXC,0.373297,21.75
43,60.11000061035156,0.5287671232876713,80.0,19.2,22.9,SPXC,0.355637,21.049999999999997
44,60.2599983215332,0.5260273972602739,80.0,19.3,21.2,SPXC,0.285004,20.25
45,58.869998931884766,0.5232876712328767,80.0,20.9,23.1,SPXC,0.347116,22.0
46,58.970001220703125,0.5205479452054794,80.0,20.9,23.4,SPXC,0.372151,22.15
47,60.099998474121094,0.5178082191780822,80.0,20.4,22.9,SPXC,0.410633,21.65
48,60.15999984741211,0.5095890410958904,80.0,19.2,22.1,SPXC,0.326061,20.65
49,58.779998779296875,0.5068493150684932,80.0,19.6,22.8,SPXC,,21.200000000000003
50,58.70000076293945,0.5041095890410959,80.0,19.3,23.9,SPXC,0.278925,21.6
51,60.2599983215332,0.5013698630136987,80.0,18.6,22.4,SPXC,0.321782,20.5
52,59.65999984741211,0.4986301369863014,80.0,18.8,21.8,SPXC,,20.3
53,59.369998931884766,0.4904109589041096,80.0,20.4,22.8,SPXC,0.361543,21.6
54,59.40999984741211,0.4876712328767123,80.0,19.3,23.1,SPXC,0.320537,21.200000000000003
55,60.36000061035156,0.4849315068493151,80.0,18.9,21.9,SPXC,0.325596,20.4
56,60.83000183105469,0.4821917808219178,80.0,17.6,21.9,SPXC,0.298316,19.75
57,61.9900016784668,0.4794520547945205,80.0,18.3,20.9,SPXC,0.380826,19.6
58,61.65999984741211,0.4712328767123288,80.0,16.6,20.4,SPXC,0.223843,18.5
59,61.689998626708984,0.4684931506849315,80.0,16.8,20.1,SPXC,0.219462,18.450000000000003
60,61.619998931884766,0.4657534246575342,80.0,17.7,20.8,SPXC,0.325298,19.25
61,62.06999969482422,0.4630136986301369,80.0,18.4,19.5,SPXC,0.334703,18.95
62,60.65999984741211,0.4602739726027397,80.0,18.9,20.7,SPXC,0.291446,19.799999999999997
63,61.900001525878906,0.4520547945205479,80.0,18.4,20.8,SPXC,0.385806,19.6
64,61.029998779296875,0.4493150684931506,80.0,19.0,20.0,SPXC,0.29935,19.5
65,60.79999923706055,0.4465753424657534,80.0,19.4,20.9,SPXC,0.353346,20.15
66,62.04999923706055,0.4438356164383562,80.0,17.9,20.6,SPXC,0.368492,19.25
67,63.58000183105469,0.4410958904109589,80.0,17.0,18.3,SPXC,0.33797,17.65
68,63.59000015258789,0.4328767123287671,80.0,16.1,17.5,SPXC,0.249025,16.8
69,62.880001068115234,0.4301369863013699,80.0,16.7,18.5,SPXC,0.272047,17.6
70,59.7599983215332,0.4273972602739726,80.0,18.0,22.5,SPXC,0.191607,20.25
71,61.869998931884766,0.4246575342465753,80.0,18.1,20.5,SPXC,0.366804,19.3
72,63.04999923706055,0.421917808219178,80.0,17.2,19.0,SPXC,0.34643,18.1
73,62.29999923706055,0.4136986301369863,80.0,17.3,19.1,SPXC,0.287902,18.200000000000003
74,60.790000915527344,0.410958904109589,80.0,19.0,20.7,SPXC,0.330063,19.85
75,60.720001220703125,0.4082191780821917,80.0,18.6,21.8,SPXC,0.366343,20.200000000000003
76,61.36000061035156,0.4054794520547945,80.0,18.9,20.3,SPXC,0.361402,19.6
77,62.31999969482422,0.4027397260273972,80.0,17.0,19.4,SPXC,0.294094,18.2
78,61.65999984741211,0.3945205479452054,80.0,18.5,20.0,SPXC,0.355606,19.25
79,61.16999816894531,0.3917808219178082,80.0,18.8,19.6,SPXC,0.291338,19.200000000000003
80,61.84000015258789,0.3890410958904109,80.0,16.4,20.4,SPXC,0.258456,18.4
81,62.540000915527344,0.3863013698630137,80.0,17.0,18.4,SPXC,0.249667,17.7
82,62.630001068115234,0.3835616438356164,80.0,17.6,19.2,SPXC,0.357079,18.4
83,63.7400016784668,0.3726027397260274,80.0,16.5,18.0,SPXC,0.338958,17.25
84,62.279998779296875,0.3698630136986301,80.0,17.9,19.7,SPXC,0.375022,18.799999999999997
85,62.209999084472656,0.3671232876712328,80.0,17.4,20.3,SPXC,0.375452,18.85
86,62.38999938964844,0.3643835616438356,80.0,16.0,20.4,SPXC,0.31685,18.2
87,62.22999954223633,0.3561643835616438,80.0,16.4,20.0,SPXC,0.298835,18.2
88,63.880001068115234,0.3534246575342465,80.0,16.0,18.8,SPXC,0.375219,17.4
89,61.7400016784668,0.3506849315068493,80.0,17.8,20.9,SPXC,0.395592,19.35
90,60.18000030517578,0.347945205479452,80.0,17.5,22.1,SPXC,,19.8
91,59.54999923706055,0.3452054794520548,80.0,18.5,22.0,SPXC,,20.25
92,59.150001525878906,0.336986301369863,80.0,20.4,21.8,SPXC,0.317914,21.1
93,59.08000183105469,0.3342465753424657,80.0,20.5,23.1,SPXC,0.428005,21.8
94,59.34000015258789,0.3315068493150685,80.0,19.6,21.5,SPXC,,20.55
95,58.369998931884766,0.3287671232876712,80.0,19.4,23.8,SPXC,,21.6
96,57.099998474121094,0.3260273972602739,80.0,20.6,25.4,SPXC,0.305569,23.0
97,58.36000061035156,0.3178082191780822,80.0,19.2,23.8,SPXC,,21.5
98,59.36000061035156,0.3150684931506849,80.0,19.4,22.4,SPXC,0.327994,20.9
99,59.0099983215332,0.3123287671232876,80.0,18.7,23.1,SPXC,,20.9
100,59.43000030517578,0.3095890410958904,80.0,18.3,23.0,SPXC,0.272489,20.65
101,60.40999984741211,0.3068493150684931,80.0,18.3,22.5,SPXC,0.412111,20.4
102,59.4900016784668,0.2986301369863013,80.0,18.5,22.8,SPXC,0.300436,20.65
103,59.540000915527344,0.2958904109589041,80.0,19.3,21.5,SPXC,,20.4
104,61.08000183105469,0.2931506849315068,80.0,17.9,20.2,SPXC,0.276653,19.049999999999997
105,62.20000076293945,0.2904109589041095,80.0,16.9,19.9,SPXC,0.359557,18.4
106,62.11000061035156,0.2876712328767123,80.0,16.5,19.1,SPXC,,17.8
107,61.2599983215332,0.2767123287671232,80.0,16.7,21.0,SPXC,0.27419,18.85
108,62.29999923706055,0.273972602739726,80.0,17.0,19.7,SPXC,0.375634,18.35
109,61.81999969482422,0.2712328767123287,80.0,16.3,20.8,SPXC,0.337132,18.55
110,63.29999923706055,0.2684931506849315,80.0,16.6,17.8,SPXC,0.337267,17.200000000000003
111,64.13999938964844,0.2602739726027397,80.0,14.2,17.4,SPXC,,15.799999999999999
112,63.38999938964844,0.2575342465753424,80.0,15.3,17.8,SPXC,,16.55
113,63.61000061035156,0.2547945205479452,80.0,15.3,18.5,SPXC,0.341988,16.9
114,63.33000183105469,0.2520547945205479,80.0,16.1,17.7,SPXC,0.291884,16.9
115,62.939998626708984,0.2493150684931507,80.0,15.2,19.1,SPXC,0.254738,17.15
116,61.02000045776367,0.2410958904109589,80.0,16.7,21.4,SPXC,0.277333,19.049999999999997
117,63.7599983215332,0.2383561643835616,80.0,14.0,16.7,SPXC,,15.35
118,64.87999725341797,0.2356164383561644,80.0,13.5,16.1,SPXC,,14.8
119,64.0,0.2328767123287671,80.0,13.5,18.3,SPXC,,15.9
120,64.56999969482422,0.2301369863013698,80.0,13.6,18.0,SPXC,0.315607,15.8
121,64.91000366210938,0.2219178082191781,80.0,14.4,15.5,SPXC,,14.95
122,64.70999908447266,0.2191780821917808,80.0,14.7,17.3,SPXC,0.379632,16.0
123,64.72000122070312,0.2164383561643835,80.0,13.9,16.7,SPXC,0.203854,15.3
124,66.36000061035156,0.2136986301369863,80.0,11.5,16.3,SPXC,0.27143,13.9
125,66.66000366210938,0.210958904109589,80.0,13.5,15.2,SPXC,0.386779,14.35
126,65.30999755859375,0.2027397260273972,80.0,14.7,15.6,SPXC,0.339468,15.149999999999999
127,65.5,0.2,80.0,14.4,17.0,SPXC,0.448605,15.7
128,64.27999877929688,0.1972602739726027,80.0,14.9,17.3,SPXC,0.348186,16.1
129,64.94999694824219,0.1945205479452054,80.0,15.2,16.4,SPXC,0.403815,15.799999999999999
130,65.0,0.1917808219178082,80.0,14.8,16.3,SPXC,0.372004,15.55
131,63.349998474121094,0.1835616438356164,80.0,15.0,18.1,SPXC,,16.55
132,64.0,0.1808219178082191,80.0,15.1,17.9,SPXC,0.394635,16.5
133,64.61000061035156,0.1780821917808219,80.0,14.1,15.8,SPXC,,14.95
134,64.79000091552734,0.1753424657534246,80.0,13.7,16.6,SPXC,,15.15
135,64.12999725341797,0.1726027397260274,80.0,13.5,17.3,SPXC,,15.4
136,63.61000061035156,0.1643835616438356,80.0,14.2,18.4,SPXC,,16.299999999999997
137,61.7599983215332,0.1616438356164383,80.0,16.2,19.3,SPXC,,17.75
138,61.7400016784668,0.1589041095890411,80.0,15.7,20.5,SPXC,,18.1
